,GC1-TT1,GC1-TT2,GC1-TT3,GC1-TT4,GC1-TT5,GC1-TT6,GC1-TT7,GC1-TT8,GC1-TT9,GC1-TT10,GC1-TT11,GC1-TT12,GC1-TT13,GC1-TT14,GC1-TT15,GC1-TT16,GC1-TT17,GC1-TT18,GC1-TT19,GC1-LN1,GC1-LN2,GC1-LN3,GC1-LN4,GC2-TT1,GC2-TT2,GC2-TT3,GC2-TT4,GC2-TT5,GC2-TT6,GC2-TT7,GC2-TT8,GC2-TT9,GC2-TT10,GC2-TT11,GC2-TT12,GC2-TT13,GC2-TT14,GC2-TT15,GC2-TT16,GC2-TT17,GC2-TT18,GC2-TT19,GC2-TT20,GC2-TT21,GC2-TT22,GC2-TT23,GC2-TT24,GC2-TT25,GC2-TT26,GC2-TT27,GC2-LN1,GC2-LN2,GC2-LN3,GC2-LN4,GC2-LN5,GC2-LN6,GC2-LN7,GC2-LN8,GC2-LN9,GC2-LN10,GC2-LN11,GC2-LN12,GC2-LN13,GC3-TT1,GC3-TT2,GC3-TT3,GC3-TT4,GC3-TT5,GC3-TT6,GC3-TT7,GC3-TT8,GC3-TT9,GC3-TT10,GC3-TT11,GC3-TT12,GC3-TT13,GC3-TT14,GC3-TT15,GC3-TT16,GC3-TT17,GC3-TT18,GC3-TT19,GC3-LN1,GC3-LN2,GC3-LN3,GC3-LN4,GC3-LN5,GC3-LN6,GC3-LN7,GC3-LN8,GC3-LN9,GC3-LN10,GC3-LN11,GC3-LN12
RGNEF,2,1,1,0,0,0,0,1,0,0,3,1,0,3,0,6,2,0,3,4,0,3,0,0,0,3,0,1,0,0,5,1,1,1,0,2,2,1,6,3,0,7,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,2,1,3,9,0,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENC1,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,2,1,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
HEXB,0,9,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,3
GFM2,0,0,5,0,2,2,0,0,0,1,1,0,6,0,0,0,3,0,0,1,1,0,0,0,1,0,1,3,1,0,1,6,0,0,5,1,0,0,0,0,1,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0
NSA2,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FAM169A,0,2,0,2,2,0,0,0,1,0,0,0,1,2,2,4,0,1,2,2,0,0,0,0,1,0,0,1,4,1,1,0,0,0,1,2,1,1,2,6,1,0,1,2,2,3,1,2,1,0,5,1,0,0,0,0,1,2,0,2,0,0,0,0,3,1,0,0,4,0,0,1,0,0,0,0,0,1,0,1,2,0,2,5,0,3,0,0,0,0,5,1,0,0
GCNT4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD31,1,6,0,0,0,1,0,0,0,1,0,0,2,5,2,0,2,0,1,0,0,1,0,0,2,2,3,4,6,1,0,2,4,4,0,1,2,2,3,6,2,2,0,1,0,0,2,3,2,2,1,3,0,0,0,0,0,0,0,0,3,0,0,2,5,1,1,3,0,1,5,1,2,0,1,2,0,0,0,0,0,0,0,1,6,1,1,0,4,0,3,1,3,0
HMGCR,0,3,0,3,2,0,0,0,0,8,2,0,0,0,0,1,0,0,1,2,0,0,0,2,3,2,0,0,1,3,1,0,1,2,1,0,0,2,0,1,2,2,2,0,0,1,1,3,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,10,1,0,3,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
COL4A3BP,0,4,0,0,9,0,0,0,9,3,0,0,0,0,0,2,1,3,1,0,0,0,0,0,5,4,0,6,2,5,1,16,0,1,2,1,3,0,1,3,4,4,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,3,0,4,0,0,1,2,0,0,3,0,0,0,0,0,2,9,1,1,0,0,3,0,2,0
POLK,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,0,0,0,2,3,0,1,1,1,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,0,0,0,5,0
POC5,0,3,0,6,1,1,0,0,5,2,0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,1,0,1,0,4,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,1,0,3,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,4,0,0,0
SV2C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQGAP2,1,0,0,3,2,2,4,1,1,12,0,0,1,6,4,3,0,0,0,0,1,0,0,3,2,1,3,1,0,1,0,0,1,1,1,2,1,0,1,3,1,1,2,4,8,14,0,0,0,0,1,0,0,1,5,0,0,0,1,6,5,5,0,0,0,0,0,1,3,1,0,1,6,0,6,4,1,0,0,0,1,1,0,2,2,0,0,0,3,0,2,0,2,0
F2RL2,0,1,1,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,0,0,0,0,3,1,0,0,1,5,0,0,0,5,2,0,0,4,0,0,1,0,8,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,6,0
NCRUPAR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
F2R,0,0,0,22,0,0,15,1,0,0,0,0,0,1,0,20,1,0,0,43,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2RL1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,16,0,0,0,0,1,1,0,0,0,7,0,0
S100Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CRHBP,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AGGF1,0,0,1,0,4,1,0,0,0,2,0,3,0,2,0,1,2,0,1,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,5,3,0,0,0,0,2,0,0,0,0,1,0,0,2,5,0,0,0,2,1,0,0,0,0,0,0,0
ZBED3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SNORA47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC728723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE8B,3,2,7,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,2,1,0,2,3,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,0,0,2,6,0,0,0,1,2,0,2,2,0,1,0,0,0
WDR41,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,5,2,1,0,0,3,1,2,3,0,0,0,1,0,1,0,2,1,0,2,0,0,0,0,4,1,4,2,0,0,0,2,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
OTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCA,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AP3B1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,2,0,2,0,2,3,7,2,2,2,0,0,2,2,2,3,0,2,0,0,1,4,0,1,1,6,0,0,1,0,2,0,2,0,0,0,3,1,0,0,0,2,0,2,0,0,0,1,0,2,0,2,3,2,3,0,0,0,1,3,0,0,0,0,6,3,0,0,0,2,0,0,0,0
SCAMP1,4,0,3,1,4,1,1,0,0,0,0,8,13,0,0,0,0,0,0,7,1,16,2,1,5,3,2,0,9,7,1,2,0,3,3,2,7,0,1,2,4,3,3,0,2,1,3,1,0,1,9,3,0,2,2,5,0,0,2,2,0,0,0,0,0,9,0,4,15,1,0,6,1,0,0,1,1,0,0,3,3,1,33,6,3,0,2,1,1,0,0,0,1,4
LHFPL2,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,9,4,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,2,0,40,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,1,1,0,5,0,0,0,1,4,0,0,0,0,0,0,0
ARSB,6,0,0,0,1,3,5,0,0,0,0,0,8,1,7,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,6,1,0,3,0,1,0,0,8,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,0,0,1,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
DMGDH,1,0,0,0,2,0,0,0,0,0,0,5,0,0,4,0,0,1,0,1,0,0,0,0,0,1,2,0,0,2,2,4,0,0,1,0,3,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,2,7,0,1,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
BHMT2,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0
BHMT,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JMY,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,3,0,11,0,0,0,1,0,0,4,1,0,5,1,3,7,0,2,1,4,4,0,0,1,0,0,7,3,0,7,0,2,1,4,0,0,0,4,0,0,0,0,5,0,0,0,7,0,0,5,1,0,9,0,5,0,8,0,0,2,0,0,5,2,1,2,0,0,0,3,0,0,1,0,0,1,1,2,0
HOMER1,0,0,0,0,0,0,1,0,0,0,0,3,4,0,5,1,0,0,0,9,0,0,0,0,0,2,1,2,2,3,1,0,2,0,0,4,0,0,0,1,3,1,2,1,0,0,2,0,0,0,6,0,0,2,0,10,1,0,0,0,0,0,0,7,0,17,0,0,18,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
PAPD4,2,0,0,3,3,1,3,0,0,4,0,1,0,0,2,3,1,1,0,0,0,0,0,0,0,3,3,3,0,0,3,1,0,1,0,0,0,0,0,4,1,1,2,0,2,0,2,0,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,3,0,0,1,10,0,17,1,0,0,1,1,0,0,0,0,2,0,5,1,2,2,0,0,3,2,0,0,0,0
CMYA5,1,0,7,0,0,0,0,1,0,0,3,1,6,15,3,0,7,0,4,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,8,2,0,1,6,1,0,0,4,0,0,0,2,0,0,21,0,1,0,1,1,0,14,0,14,0,0,0,0,1,0,0,0,5,0,0,0,0,3,2,0,0,0,0,0,0,6,0,5,0,1,0,0,1,1,2,0,5,1
MTX3,1,1,1,6,0,1,0,0,0,2,1,0,0,0,0,5,4,0,0,2,0,0,0,0,2,5,1,3,5,5,1,5,4,1,4,0,2,1,0,2,5,3,5,4,0,21,2,0,2,0,0,1,0,0,5,2,0,0,0,1,0,1,3,0,4,0,0,1,6,0,5,6,0,0,0,1,0,0,0,3,0,0,4,6,0,2,1,0,4,2,3,0,5,0
THBS4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERINC5,0,0,2,0,0,0,8,1,0,2,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,2,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,3,0,11,0,0,0,1,0,0,5,0,1,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0
LOC644936,0,0,1,0,0,0,11,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,6,1,1,0,3,0,1,0,2,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,6,0,0,0,0,0,0,2,1,0,0
SPZ1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
CRSP8P,0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0
ZFYVE16,0,0,2,1,1,1,5,6,0,0,0,5,5,0,2,3,0,0,0,10,0,0,6,0,0,2,0,6,3,5,1,1,2,0,2,1,0,0,0,1,3,1,1,3,0,0,0,1,0,0,3,2,0,0,1,0,2,0,0,1,2,0,1,0,2,0,1,0,3,0,0,0,0,0,3,1,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
FAM151B,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,3,0,0,0,2,1,1,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,3,3,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,3,5,0,0,0,0,2,0,1,0,0,0,0
ANKRD34B,1,0,2,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,6,0,0,1,0,0,2,0,0,1,3,1,1,0,1,0,2,1,0,1,0,0,0,0,4,0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,2,0,0,1,0,1,6,0,0,0,3,0,4,0,0,0,0
DHFR,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,2,1,1,1,0,1,0,0,0,3,0,0,3,6,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0
MTRNR2L2,198,43,41,86,142,51,987,246,744,94,110,59,136,47,47,103,52,45,26,52,19,12,10,0,0,1,0,1,0,0,0,3,6,1,0,0,0,5,1,1,3,0,2,1,0,4,0,5,1,0,209,88,175,159,91,10,68,107,6,3,2,18,35,3,3,10,6,1,11,2,0,0,0,1,2,1,0,1,1,5,2,4,112,16,28,34,8,58,22,44,42,32,41,9
MSH3,0,1,0,2,5,0,9,0,0,0,0,0,0,0,1,0,1,0,4,3,0,0,0,2,0,1,0,4,3,0,6,1,2,0,0,1,1,6,1,2,1,1,1,0,3,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,2,0,1,0,0,4,3,0,0,0,1,0,1,0,3,0,0,0,2,3,0,0,1,0,1,1,1,0,2,0,0,0
RASGRF2,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,7,0,0,0,0,3,7,0,1,2,0,0,0,0,1,0,2,1,1,1,1,1,0,0,2,0,0,1,1,1,0,1,2,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,8,7,0,1,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
CKMT2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131067,0,1,0,0,9,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,10,0,0,7,5,0,0,0,0,0,1,0,0,0
ZCCHC9,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,2,2,0,3,5,2,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,1,2,0,1,0,2,0,0,0,1,0,0,0,0,1,0
ACOT12,0,0,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,3,0,3,2,0,1,4,0,1,2,0,0,2,0,4,5,1,0,2,0,0,0,2,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,1,0,0,2,4,1,0,1,2,0,0,0,0,0,0,0
SSBP2,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,5,0,1,1,2,1,1,2,0,1,2,2,1,0,1,1,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0
ATG10,0,16,0,2,2,0,10,1,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,3,1,0,1,1,1,0,2,2,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0
RPS23,0,0,1,0,0,0,41,0,39,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,2,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0
ATP6AP1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TMEM167A,0,6,0,0,3,2,2,2,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,0,5,2,1,3,3,2,0,0,2,0,0,1,2,0,2,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,2,0,0,16,0,0,0,3,0,0,0,1,0,1,0,0,3,0
SCARNA18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XRCC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VCAN,0,12,16,0,0,1,56,7,0,0,0,0,1,18,2,13,3,1,0,2,0,0,1,0,0,0,1,13,1,0,0,19,10,3,2,6,3,1,5,0,6,0,0,2,3,43,0,1,1,0,24,1,2,0,0,0,0,2,0,0,0,1,0,0,0,6,1,6,3,4,0,0,0,1,2,1,0,2,1,8,1,10,0,2,2,2,0,15,1,2,0,1,0,0
HAPLN1,3,0,0,2,0,0,5,2,0,4,0,1,7,0,2,1,0,1,0,5,2,0,17,6,6,7,0,0,5,6,4,3,3,0,0,2,0,0,3,3,1,0,4,1,1,0,2,1,2,0,0,0,0,0,0,1,5,20,0,1,6,0,3,0,5,20,4,2,12,2,0,0,0,0,1,3,0,0,0,0,1,6,0,2,3,2,0,0,1,5,3,0,0,0
EDIL3,0,0,1,4,0,1,0,1,0,0,0,1,0,0,0,2,7,1,1,0,0,0,3,0,0,1,1,1,0,1,4,1,1,1,0,0,0,6,0,2,0,1,5,2,0,0,0,2,1,0,0,0,0,0,4,0,2,0,1,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,3
NBPF22P,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0
COX7C,0,0,0,0,0,0,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
